listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
PT-aldoarfoznevogilde-0000,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,51,167218,3279,bati_habitable,EUR,nacional,86,4.26,41.16282,-8.61786,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0285,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,2,154,460606,2991,bati_habitable,EUR,nacional,100,3.67,41.172,-8.59445,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0286,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,2,152,424354,2792,bati_habitable,EUR,estrangeiro,84,5.3,41.19391,-8.61423,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0287,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,2,165,444096,2691,bati_habitable,EUR,estrangeiro,84,5.36,41.19228,-8.62512,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0288,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,4,144,527800,3665,bati_habitable,EUR,nacional,71,4.08,41.17385,-8.5921,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0289,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,4,174,552933,3178,bati_habitable,EUR,nacional,75,5.13,41.17059,-8.64754,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0290,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,4,131,423422,3232,bati_habitable,EUR,nacional,56,5.26,41.1751,-8.62313,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0291,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,3,176,623038,3540,bati_habitable,EUR,nacional,153,4.47,41.15491,-8.61403,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0292,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,3,169,578091,3421,bati_habitable,EUR,nacional,79,4.71,41.17128,-8.63112,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0293,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,5,160,494202,3089,bati_habitable,EUR,nacional,69,5.71,41.17742,-8.61406,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0294,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,2,149,398172,2672,bati_habitable,EUR,nacional,70,5.11,41.15147,-8.59289,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0295,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,4,165,620462,3760,bati_habitable,EUR,nacional,105,6.57,41.15122,-8.62984,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0296,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,3,138,391283,2835,bati_habitable,EUR,nacional,37,6.18,41.13705,-8.62879,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0297,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,4,177,642934,3632,bati_habitable,EUR,nacional,102,5.3,41.15802,-8.60881,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0298,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,3,123,417397,3393,bati_habitable,EUR,nacional,79,5.27,41.15756,-8.62401,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-lordelomassarelos-0299,pt,porto,lordelomassarelos,Lordelo do Ouro e Massarelos,freguesia,Moradia,house,4,234,890843,3807,bati_habitable,EUR,nacional,63,4.82,41.16035,-8.63605,2025-Q4,porto/lordelomassarelos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0000,pt,porto,paranhos,Paranhos,freguesia,Apartamento T4,apartment,4,156,534169,3424,bati_habitable,EUR,nacional,53,4.38,41.15876,-8.62096,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0001,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,102,301252,2953,bati_habitable,EUR,nacional,50,4.45,41.16239,-8.58234,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0002,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,100,252700,2527,bati_habitable,EUR,nacional,61,5.4,41.15244,-8.61552,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0003,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,100,297383,2974,bati_habitable,EUR,nacional,97,4.96,41.16182,-8.60934,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0004,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,132,635613,4815,bati_habitable,EUR,nacional,128,5.61,41.13608,-8.60742,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0005,pt,porto,paranhos,Paranhos,freguesia,Apartamento T4,apartment,4,151,567491,3758,bati_habitable,EUR,nacional,112,4.75,41.14668,-8.6184,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0006,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,92,249781,2715,bati_habitable,EUR,estrangeiro,45,5.23,41.17717,-8.61285,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0007,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,118,428800,3634,bati_habitable,EUR,nacional,60,5.53,41.18741,-8.62068,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0008,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,123,301993,2455,bati_habitable,EUR,nacional,146,5.74,41.14401,-8.63101,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0009,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,71,204004,2873,bati_habitable,EUR,nacional,107,5.95,41.12452,-8.64493,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0010,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,57,189072,3317,bati_habitable,EUR,nacional,52,6.32,41.18019,-8.62514,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0011,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,127,590597,4650,bati_habitable,EUR,nacional,67,4.07,41.16408,-8.62103,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0012,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,161,852266,5294,bati_habitable,EUR,nacional,77,5.57,41.16987,-8.60778,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0013,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,98,414284,4227,bati_habitable,EUR,nacional,126,4.67,41.16446,-8.63428,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0014,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,98,476267,4860,bati_habitable,EUR,estrangeiro,59,5.37,41.15434,-8.61735,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0015,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,91,278253,3058,bati_habitable,EUR,estrangeiro,93,5.58,41.15011,-8.62473,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0016,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,64,174205,2722,bati_habitable,EUR,nacional,55,4.33,41.16677,-8.63457,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0017,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,72,191887,2665,bati_habitable,EUR,nacional,87,4.66,41.16447,-8.6344,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0018,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,94,342286,3641,bati_habitable,EUR,nacional,67,4.86,41.1586,-8.63586,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0019,pt,porto,paranhos,Paranhos,freguesia,Apartamento T4,apartment,4,126,420525,3338,bati_habitable,EUR,nacional,71,5.06,41.17283,-8.61586,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0020,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,62,242168,3906,bati_habitable,EUR,nacional,98,5.07,41.16234,-8.6448,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0021,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,86,246139,2862,bati_habitable,EUR,nacional,34,4.33,41.15621,-8.63931,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0022,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,117,415438,3551,bati_habitable,EUR,estrangeiro,98,4.57,41.16101,-8.61178,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0023,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,84,308035,3667,bati_habitable,EUR,nacional,159,4.07,41.1514,-8.6091,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0024,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,49,131897,2692,bati_habitable,EUR,nacional,103,5.73,41.14203,-8.6467,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0025,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,93,317369,3413,bati_habitable,EUR,nacional,118,4.46,41.15898,-8.63369,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0026,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,122,460010,3771,bati_habitable,EUR,nacional,38,4.21,41.18308,-8.64213,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0027,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,149,363519,2440,bati_habitable,EUR,nacional,143,4.48,41.1998,-8.64046,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0028,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,44,185608,4218,bati_habitable,EUR,nacional,84,4.91,41.15592,-8.63519,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0029,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,52,146047,2809,bati_habitable,EUR,nacional,108,4.61,41.16288,-8.63229,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0030,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,73,267248,3661,bati_habitable,EUR,nacional,110,4.9,41.17929,-8.6315,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0031,pt,porto,paranhos,Paranhos,freguesia,Apartamento T4,apartment,4,127,360464,2838,bati_habitable,EUR,nacional,86,5.21,41.16071,-8.60776,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0032,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,107,334470,3126,bati_habitable,EUR,nacional,50,5.68,41.17046,-8.6271,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0033,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,96,409303,4264,bati_habitable,EUR,nacional,82,6.13,41.15119,-8.5886,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0034,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,58,195911,3378,bati_habitable,EUR,nacional,54,5.12,41.13997,-8.61861,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0035,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,77,231614,3008,bati_habitable,EUR,nacional,67,4.73,41.14901,-8.616,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0036,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,100,354206,3542,bati_habitable,EUR,nacional,118,4.44,41.15218,-8.62858,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0037,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,50,91805,1836,bati_habitable,EUR,nacional,43,5.2,41.18249,-8.6138,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0038,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,80,277221,3465,bati_habitable,EUR,nacional,128,4.68,41.16359,-8.60388,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0039,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,83,412537,4970,bati_habitable,EUR,nacional,113,4.85,41.16353,-8.59839,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0040,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,61,251093,4116,bati_habitable,EUR,nacional,63,5.03,41.15529,-8.62669,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0041,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,116,342308,2951,bati_habitable,EUR,nacional,43,5.49,41.18018,-8.61493,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0042,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,100,267664,2677,bati_habitable,EUR,nacional,97,6.06,41.18777,-8.62516,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0043,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,83,200012,2410,bati_habitable,EUR,nacional,62,4.75,41.17129,-8.61693,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0044,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,86,310885,3615,bati_habitable,EUR,nacional,32,5.92,41.17219,-8.62461,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0045,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,113,388589,3439,bati_habitable,EUR,nacional,88,5.38,41.1667,-8.60283,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0046,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,111,450788,4061,bati_habitable,EUR,nacional,63,4.93,41.1754,-8.63805,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0047,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,63,174659,2772,bati_habitable,EUR,nacional,61,5.86,41.17224,-8.62477,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0048,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,93,357469,3844,bati_habitable,EUR,nacional,44,4.72,41.16964,-8.64946,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0049,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,68,169115,2487,bati_habitable,EUR,nacional,41,3.71,41.16235,-8.6301,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0050,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,163,536276,3290,bati_habitable,EUR,nacional,102,4.96,41.14986,-8.61032,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0051,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,50,217733,4355,bati_habitable,EUR,nacional,79,4.4,41.16657,-8.6221,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0052,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,70,308874,4412,bati_habitable,EUR,nacional,107,4.26,41.14899,-8.63174,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0053,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,52,118710,2283,bati_habitable,EUR,nacional,82,4.77,41.14718,-8.60083,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0054,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,80,269110,3364,bati_habitable,EUR,nacional,114,4.74,41.15164,-8.60395,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0055,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,74,247747,3348,bati_habitable,EUR,estrangeiro,75,4.08,41.16454,-8.60972,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0056,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,60,207128,3452,bati_habitable,EUR,nacional,42,4.77,41.18265,-8.6295,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0057,pt,porto,paranhos,Paranhos,freguesia,Apartamento T4,apartment,4,173,496318,2869,bati_habitable,EUR,nacional,72,4.54,41.16254,-8.6246,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0058,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,108,364091,3371,bati_habitable,EUR,nacional,89,5.05,41.16605,-8.64097,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0059,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,70,440020,6286,bati_habitable,EUR,nacional,69,5.69,41.13447,-8.63358,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0060,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,89,210037,2360,bati_habitable,EUR,nacional,45,5.36,41.17466,-8.61758,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0061,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,100,281359,2814,bati_habitable,EUR,nacional,34,4.55,41.16537,-8.59794,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0062,pt,porto,paranhos,Paranhos,freguesia,Apartamento T1,apartment,1,46,187892,4085,bati_habitable,EUR,nacional,56,4.45,41.16748,-8.60822,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0063,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,111,388667,3502,bati_habitable,EUR,nacional,90,4.08,41.12782,-8.63461,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0064,pt,porto,paranhos,Paranhos,freguesia,Apartamento T4,apartment,4,118,562391,4766,bati_habitable,EUR,estrangeiro,76,5.98,41.16487,-8.60117,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0065,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,115,357154,3106,bati_habitable,EUR,nacional,61,5.66,41.14485,-8.63166,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0066,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,91,316472,3478,bati_habitable,EUR,nacional,101,4.82,41.18552,-8.6132,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0067,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,70,264733,3782,bati_habitable,EUR,estrangeiro,46,5.78,41.14674,-8.61831,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0068,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,86,304289,3538,bati_habitable,EUR,nacional,105,4.88,41.13622,-8.62543,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0069,pt,porto,paranhos,Paranhos,freguesia,Apartamento T2,apartment,2,84,277869,3308,bati_habitable,EUR,nacional,69,4.93,41.1703,-8.62718,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-paranhos-0070,pt,porto,paranhos,Paranhos,freguesia,Apartamento T3,apartment,3,100,373354,3734,bati_habitable,EUR,nacional,101,5.68,41.17241,-8.63203,2025-Q4,porto/paranhos | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
