listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
PT-ajuda-0000,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,113,602459,5331,bati_habitable,EUR,nacional,110,5.15,38.73112,-9.16166,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0360,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,5,167,1222596,7321,bati_habitable,EUR,nacional,86,4.84,38.7246,-9.13754,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0361,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,2,177,1060555,5992,bati_habitable,EUR,nacional,67,5.13,38.73709,-9.12633,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0362,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,175,1134999,6486,bati_habitable,EUR,estrangeiro,56,4.46,38.73899,-9.11719,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0363,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,138,802893,5818,bati_habitable,EUR,estrangeiro,61,5.11,38.73482,-9.15393,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0364,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,5,160,910685,5692,bati_habitable,EUR,nacional,64,5.01,38.71281,-9.12175,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0365,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,141,717725,5090,bati_habitable,EUR,nacional,68,4.05,38.73042,-9.16235,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0366,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,2,154,972527,6315,bati_habitable,EUR,nacional,116,4.68,38.7367,-9.14427,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0367,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,116,885826,7636,bati_habitable,EUR,nacional,56,4.19,38.73096,-9.16296,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0368,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,143,1238069,8658,bati_habitable,EUR,nacional,82,4.83,38.7161,-9.12308,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0369,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,209,1376071,6584,bati_habitable,EUR,estrangeiro,119,5.1,38.73268,-9.14059,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0370,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,117,643100,5497,bati_habitable,EUR,nacional,77,3.91,38.74075,-9.13322,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0371,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,126,947944,7523,bati_habitable,EUR,estrangeiro,127,5.32,38.72285,-9.11247,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0372,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,148,919065,6210,bati_habitable,EUR,nacional,63,4.49,38.73989,-9.12068,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0373,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,2,164,1085989,6622,bati_habitable,EUR,nacional,105,4.55,38.72927,-9.1397,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0374,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,104,628866,6047,bati_habitable,EUR,nacional,99,4.94,38.70618,-9.14636,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0375,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,5,162,1104199,6816,bati_habitable,EUR,nacional,66,4.97,38.71923,-9.13432,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0376,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,2,113,604055,5346,bati_habitable,EUR,nacional,43,4.57,38.74727,-9.12952,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0377,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,225,1115582,4958,bati_habitable,EUR,nacional,144,5.54,38.72106,-9.13597,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0378,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,153,1085748,7096,bati_habitable,EUR,nacional,48,4.33,38.72448,-9.10977,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0379,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,5,212,1112802,5249,bati_habitable,EUR,estrangeiro,70,5.0,38.70901,-9.14269,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0380,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,2,165,750063,4546,bati_habitable,EUR,nacional,107,5.51,38.74945,-9.14436,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0381,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,2,128,821536,6418,bati_habitable,EUR,estrangeiro,100,5.0,38.73895,-9.15107,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0382,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,2,138,839937,6087,bati_habitable,EUR,estrangeiro,68,4.85,38.71947,-9.12469,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0383,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,145,1216143,8387,bati_habitable,EUR,nacional,76,4.45,38.70528,-9.16164,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0384,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,143,1319370,9226,bati_habitable,EUR,nacional,66,4.93,38.70924,-9.12186,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0385,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,154,1135690,7375,bati_habitable,EUR,nacional,67,4.05,38.71275,-9.11422,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0386,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,120,565039,4709,bati_habitable,EUR,estrangeiro,70,4.33,38.7134,-9.11714,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0387,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,156,764287,4899,bati_habitable,EUR,nacional,63,4.66,38.74307,-9.14094,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0388,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,2,212,1343057,6335,bati_habitable,EUR,nacional,67,4.99,38.72006,-9.13579,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0389,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,160,1125966,7037,bati_habitable,EUR,estrangeiro,84,4.82,38.73376,-9.12091,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0390,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,2,197,875846,4446,bati_habitable,EUR,nacional,96,4.59,38.71486,-9.1597,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0391,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,174,576981,3316,bati_habitable,EUR,nacional,72,4.0,38.73909,-9.15678,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0392,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,145,888001,6124,bati_habitable,EUR,nacional,74,4.88,38.73383,-9.11616,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0393,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,5,156,1201471,7702,bati_habitable,EUR,nacional,74,4.7,38.69241,-9.13192,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0394,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,5,154,866863,5629,bati_habitable,EUR,nacional,55,3.99,38.69969,-9.16019,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0395,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,184,1314224,7143,bati_habitable,EUR,nacional,88,4.68,38.73143,-9.13579,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0396,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,167,1350310,8086,bati_habitable,EUR,nacional,108,3.87,38.72264,-9.15851,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0397,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,165,898092,5443,bati_habitable,EUR,nacional,102,4.76,38.72114,-9.13328,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0398,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,4,157,1564295,9964,bati_habitable,EUR,nacional,60,4.75,38.70588,-9.12982,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-parquedasnacoes-0399,pt,lisbonne,parquedasnacoes,Parque das Nações,freguesia,Moradia,house,3,184,951836,5173,bati_habitable,EUR,nacional,97,4.49,38.73754,-9.14849,2025-Q4,lisbonne/parquedasnacoes | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0000,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,94,475866,5062,bati_habitable,EUR,estrangeiro,82,5.41,38.72409,-9.15818,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0001,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,123,357534,2907,bati_habitable,EUR,nacional,143,4.77,38.7443,-9.14391,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0002,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,102,377891,3705,bati_habitable,EUR,nacional,68,4.57,38.71436,-9.14347,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0003,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,90,368568,4095,bati_habitable,EUR,estrangeiro,68,4.55,38.71288,-9.15134,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0004,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T4,apartment,4,152,644136,4238,bati_habitable,EUR,estrangeiro,52,4.16,38.72599,-9.16233,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0005,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,95,454757,4787,bati_habitable,EUR,nacional,190,5.06,38.72387,-9.16045,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0006,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T4,apartment,4,110,443247,4030,bati_habitable,EUR,nacional,91,3.77,38.72897,-9.14357,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0007,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T1,apartment,1,42,201223,4791,bati_habitable,EUR,nacional,93,4.56,38.70688,-9.12731,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0008,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,147,647095,4402,bati_habitable,EUR,nacional,134,3.4,38.72403,-9.13583,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0009,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T1,apartment,1,46,208654,4536,bati_habitable,EUR,nacional,60,4.82,38.71512,-9.14835,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0010,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,83,325747,3925,bati_habitable,EUR,nacional,84,4.66,38.71513,-9.14905,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0011,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T4,apartment,4,170,1086042,6388,bati_habitable,EUR,nacional,79,5.58,38.72864,-9.13668,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0012,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,70,256389,3663,bati_habitable,EUR,nacional,70,4.64,38.74315,-9.15397,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0013,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,117,337393,2884,bati_habitable,EUR,nacional,94,4.63,38.69971,-9.14058,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0014,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,56,143920,2570,bati_habitable,EUR,nacional,61,5.42,38.74784,-9.12619,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0015,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,81,378751,4676,bati_habitable,EUR,estrangeiro,52,3.99,38.71622,-9.15792,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0016,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,89,326715,3671,bati_habitable,EUR,nacional,106,4.18,38.7091,-9.17114,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0017,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,89,351222,3946,bati_habitable,EUR,estrangeiro,84,5.21,38.72091,-9.1228,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0018,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,88,475316,5401,bati_habitable,EUR,nacional,54,4.75,38.69948,-9.13384,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0019,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,88,290958,3306,bati_habitable,EUR,nacional,46,3.89,38.7286,-9.14853,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0020,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,72,374043,5195,bati_habitable,EUR,nacional,60,4.67,38.71943,-9.13669,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0021,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,130,635526,4889,bati_habitable,EUR,nacional,69,3.88,38.74525,-9.15404,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0022,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,75,349527,4660,bati_habitable,EUR,nacional,62,4.52,38.70998,-9.14313,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0023,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,60,242698,4045,bati_habitable,EUR,nacional,70,4.97,38.71955,-9.1595,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0024,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T1,apartment,1,62,215474,3475,bati_habitable,EUR,nacional,78,4.53,38.72502,-9.15635,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0025,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,89,482792,5425,bati_habitable,EUR,nacional,92,3.81,38.73293,-9.14681,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0026,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T1,apartment,1,58,254971,4396,bati_habitable,EUR,nacional,118,4.62,38.71722,-9.16721,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0027,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,117,534093,4565,bati_habitable,EUR,nacional,59,5.28,38.72367,-9.12134,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0028,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,105,295355,2813,bati_habitable,EUR,nacional,56,5.32,38.70731,-9.15802,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0029,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T4,apartment,4,113,620280,5489,bati_habitable,EUR,nacional,85,4.61,38.72021,-9.13181,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0030,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,75,291113,3882,bati_habitable,EUR,nacional,63,4.56,38.72227,-9.14829,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0031,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,87,390918,4493,bati_habitable,EUR,estrangeiro,54,4.67,38.73095,-9.13483,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0032,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,112,543795,4855,bati_habitable,EUR,nacional,31,5.12,38.71578,-9.12409,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0033,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,135,584012,4326,bati_habitable,EUR,estrangeiro,80,4.4,38.70455,-9.14624,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0034,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T1,apartment,1,40,202804,5070,bati_habitable,EUR,estrangeiro,44,4.08,38.72606,-9.15729,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0035,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,104,566431,5446,bati_habitable,EUR,estrangeiro,86,4.18,38.70312,-9.12665,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0036,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,67,281574,4203,bati_habitable,EUR,nacional,94,4.65,38.70002,-9.12731,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0037,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T2,apartment,2,77,390847,5076,bati_habitable,EUR,estrangeiro,49,4.72,38.74113,-9.12079,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0038,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,90,384546,4273,bati_habitable,EUR,nacional,33,4.46,38.73527,-9.17631,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-penhadefranca-0039,pt,lisbonne,penhadefranca,Penha de França,freguesia,Apartamento T3,apartment,3,103,425475,4131,bati_habitable,EUR,nacional,46,4.03,38.72794,-9.1415,2025-Q4,lisbonne/penhadefranca | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
